"id","시군","시설명","경위도X좌표","경위도Y좌표","정제도로명주소","정제지번주소","소재지","시설종류","시설분류","정원","대분류","소분류","대분류2","소분류2","대분류3","소분류3","homepage","tel","created_at","updated_at"
9214,경상남도 함안군,함안군수어통역센터,"128.4106729","35.27507282",경남 함안군 가야읍 중앙남길 70 1층,경남 함안군 가야읍 말산리 185-1,"함안군 가야읍 중앙남길 70, 1층",수어통역센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-4. 진단 및 치료","11. 문화 및 여가","11-1. 문화복지",https://cafe.daum.net/hamandeaf,"055-582-1138","2026-04-01 07:55:49","2026-04-04 13:48:04"
9215,경상남도 창녕군,창녕군장애인종합복지관,"128.4949703","35.53249187",경남 창녕군 창녕읍 탐하로 244,경남 창녕군 창녕읍 탐하리 37,창녕읍 탐하로 244,장애인복지관,이용시설,"","2. 신체적 건강","2-5. 재활","3. 정신적 건강","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-2. 평생교육",http://www.cnrc.or.kr/cnrc/,"055-533-1840","2026-04-01 07:55:49","2026-04-04 13:48:04"
9216,경상남도 창녕군,창녕군장애인생활이동지원센터,"128.4956855","35.53162461",경남 창녕군 창녕읍 탐하로 234,경남 창녕군 창녕읍 탐하리 59,창녕읍 탐하로 234,시각장애인 등 생활지원센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 돌봄","5-2. 시설보호","","",없음,"055-533-3433","2026-04-01 07:55:49","2026-04-04 13:48:04"
9217,경상남도 창녕군,창녕군시각장애인주간보호센터,"128.4956855","35.53162461",경남 창녕군 창녕읍 탐하로 234,경남 창녕군 창녕읍 탐하리 59,창녕읍 탐하로 234,장애인주간이용시설,이용시설,"","5. 돌봄","1-4. 일상생활 관련 비용지원","5. 돌봄","1-8. 문화·여가 관련 비용지원","5. 돌봄","3-1. 정신건강 증진 ",없음,"055-533-7333","2026-04-01 07:55:49","2026-04-04 13:48:04"
9218,경상남도 창녕군,창녕군수어통역센터,"128.4951073","35.53812535",경남 창녕군 창녕읍 창녕대로 75 2층,경남 창녕군 창녕읍 술정리 142-21,"창녕읍 창녕대로 75, 2층",수어통역센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-2. 평생교육","9. 안전 ","9-1. 안전교육·점검",없음,"055-533-0701","2026-04-01 07:55:49","2026-04-04 13:48:04"
9219,경상남도 고성군,사랑나눔공동체,"128.3141423","34.95470615",경남 고성군 삼산면 공룡로 2936-109,경남 고성군 삼산면 판곡리 320,경상남도 고성군 삼산면 공룡로 2936-109,장애인주간이용시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","7. 보육 및 교육","7-2. 학습지원","9. 안전 ","10-1. 인권교육",www.bosoni.or.kr,"055-673-5509","2026-04-01 07:55:49","2026-04-04 13:48:04"
9220,경상남도 고성군,고성군시각장애인주간보호센터,"128.3285286","34.98074957",경남 고성군 고성읍 송학고분로344번길 5-17,경남 고성군 고성읍 송학리 238-359,경상남도 고성군 고성읍 송학고분로344번길 5-17,장애인주간이용시설,이용시설,"","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램","2. 신체적 건강","2-5. 재활","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-673-4548","2026-04-01 07:55:49","2026-04-04 13:48:04"
9221,경상남도 고성군,장애인생활이동지원센터,"128.3285286","34.98074957",경남 고성군 고성읍 송학고분로344번길 5-17 3층,경남 고성군 고성읍 송학리 238-359,경상남도 고성군 고성읍 송학고분로344번길 5-17(3층),시각장애인 등 생활지원센터,이용시설,"","9. 안전 ","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","1-4. 일상생활 관련 비용지원","8. 관계","1-8. 문화·여가 관련 비용지원",없음,"055-673-3993","2026-04-01 07:55:49","2026-04-04 13:48:04"
9222,경상남도 고성군,고성군수어통역센터,"128.3122179","34.98126859",경남 고성군 고성읍 송학고분로 193 종합운동장 2층,경남 고성군 고성읍 기월리 611,경상남도 고성군 고성읍 송학고분로 193 종합운동장 2층,수어통역센터,이용시설,"","8. 관계","1-4. 일상생활 관련 비용지원","2. 신체적 건강","2-4. 진단 및 치료","2. 신체적 건강","1-8. 문화·여가 관련 비용지원",없음,"055-674-3565","2026-04-01 07:55:49","2026-04-04 13:48:04"
9223,경상남도 남해군,남해장애인종합복지관,"127.933374","34.81629137",경남 남해군 이동면 남해대로 2364-9,경남 남해군 이동면 초음리 1387,경남 남해군 이동면 남해대로 2364-9,장애인복지관,이용시설,"","11. 문화 및 여가","11-1. 문화복지","5. 돌봄","5-1. 일상생활 유지·돌봄지원","6. 일자리","6-1. 직업(유지)상담 및 알선",www.nam-hae.or.kr,"055-862-0012","2026-04-01 07:55:49","2026-04-04 13:48:04"
9224,경상남도 남해군,남해군수어통역센터,"127.9028883","34.83273759",경남 남해군 남해읍 에코파크길 7,경남 남해군 남해읍 남변리 96-2,경남 남해군 남해읍 에코파크길 7,수어통역센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-1. 문화복지","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-864-8112","2026-04-01 07:55:49","2026-04-04 13:48:04"
9225,경상남도 남해군,남해군시각장애인주간보호센터,"127.8904824","34.83832899",경남 남해군 남해읍 망운로 32 1층,경남 남해군 남해읍 아산리 355,"경남 남해군 남해읍 망운로 32, 1층",장애인주간이용시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","6. 일자리","6-4.간병 및 돌봄서비스 ","2. 신체적 건강","2-1. 건강증진",없음,"055-864-6121","2026-04-01 07:55:49","2026-04-04 13:48:04"
9226,경상남도 남해군,남해군생활이동지원센터,"127.8904824","34.83832899",경남 남해군 남해읍 망운로 32 1층,경남 남해군 남해읍 아산리 355,"경남 남해군 남해읍 망운로 32, 1층",시각장애인 등 생활지원센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","","","","",없음,"055-864-6121","2026-04-01 07:55:49","2026-04-04 13:48:04"
9227,경상남도 하동군,하동군발달장애인주간보호센터,"127.7411695","35.07216669",경남 하동군 하동읍 섬진강대로 2214 종합사회복지관 별관 2층,경남 하동군 하동읍 읍내리 1563-6,경남 하동군 하동읍 섬진강대로 2214 종합사회복지관 별관2층,장애인주간이용시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-1. 문화복지","2. 신체적 건강","2-1. 건강증진",없음,"055-884-4015","2026-04-01 07:55:49","2026-04-04 13:48:04"
9228,경상남도 하동군,하동군노인장애인종합복지관,"127.7430963","35.07206222",경남 하동군 하동읍 중앙로 89,경남 하동군 하동읍 읍내리 987-1,하동군 하동읍 중앙로 89,장애인복지관,이용시설,"","11. 문화 및 여가","11-1. 문화복지","11. 문화 및 여가","11-2. 평생교육","2. 신체적 건강","2-5. 재활",http://www.hdwelfare.or.kr/,"055-880-9900","2026-04-01 07:55:49","2026-04-04 13:48:04"
9229,경상남도 하동군,시각장애인 등 생활지원센터,"127.7411695","35.07216669",경남 하동군 하동읍 섬진강대로 2214,경남 하동군 하동읍 읍내리 1563-6,하동군 하동읍 섬진강대로 2214,시각장애인 등 생활지원센터,이용시설,"","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-883-0600","2026-04-01 07:55:49","2026-04-04 13:48:04"
9230,경상남도 하동군,"하동군시각장애인
주간보호센터","127.7411695","35.07216669",경남 하동군 하동읍 섬진강대로 2214 종합사회복지관 1층,경남 하동군 하동읍 읍내리 1563-6,"경남하동군하동읍 섬진강대로
2214종합사회복지관1층",장애인주간이용시설,이용시설,"","2. 신체적 건강","2-1. 건강증진","8. 관계","1-8. 문화·여가 관련 비용지원","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-883-0600","2026-04-01 07:55:49","2026-04-04 13:48:04"
9231,경상남도 하동군,하동군수어통역센터,"127.7411695","35.07216669",경남 하동군 하동읍 섬진강대로 2214,경남 하동군 하동읍 읍내리 1563-6,경상남도 하동군 하동읍 섬진강대로 2214,수어통역센터,이용시설,"","11. 문화 및 여가","11-1. 문화복지","2. 신체적 건강","2-4. 진단 및 치료","8. 관계","8-1. 상담 및 정신건강 프로그램 ",https://cafe.daum.net/hadongdeaf,"055-882-5042","2026-04-01 07:55:49","2026-04-04 13:48:04"
9232,경상남도 산청군,산엔청복지관,"127.8819655","35.41465464",경남 산청군 산청읍 중앙로 67,경남 산청군 산청읍 지리 179-7,경상남도 산청군 산청읍 중앙로 67,장애인복지관,이용시설,"","11. 문화 및 여가","11-2. 평생교육","2. 신체적 건강","2-5. 재활","5.돌봄","5-1. 일상생활 유지·돌봄지원",http://sncwc.or.kr/,"055-974-4001","2026-04-01 07:55:49","2026-04-04 13:48:04"
9233,경상남도 산청군,산청군 시각장애인 주간보호센터,"127.8739462","35.41385192",경남 산청군 산청읍 꽃봉산로79번길 9,경남 산청군 산청읍 옥산리 255-9,경남 산청군 산청읍 꽃봉산로79번길 9,장애인주간이용시설,이용시설,"","11. 문화 및 여가","11-1. 문화복지","11. 문화 및 여가","11-2. 평생교육","5.돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-974-1440","2026-04-01 07:55:49","2026-04-04 13:48:04"
9234,경상남도 산청군,산청군 장애인생활이동지원센터,"127.8739462","35.41385192",경남 산청군 산청읍 꽃봉산로79번길 9,경남 산청군 산청읍 옥산리 255-9,산청군 산청읍 꽃봉산로79번길 9,시각장애인 등 생활지원센터,이용시설,"","5.돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-4. 진단 및 치료","6. 일자리","6-2. 직업(유지)교육 및 훈련",없음,"055-973-1440","2026-04-01 07:55:49","2026-04-04 13:48:04"
9235,경상남도 산청군,산청군수어통역센터,"127.8728577","35.42001955",경남 산청군 금서면 친환경로2631번길 12,경남 산청군 금서면 매촌리 80,산청군 금서면 친환경로2631번길 12,수어통역센터,이용시설,"","5.돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-4. 진단 및 치료","11. 문화 및 여가","11-1. 문화복지",없음,"055-973-6369","2026-04-01 07:55:49","2026-04-04 13:48:04"
9236,경상남도 함양군,함양군장애인복지센터,"127.729655","35.50868786",경남 함양군 함양읍 거면강변길 25,경남 함양군 함양읍 이은리 394-10,함양군 함양읍 거면강변길 25,장애인복지관,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-5. 재활","2. 신체적 건강","2-1. 건강증진",없음,"055-963-8997","2026-04-01 07:55:49","2026-04-04 13:48:04"
9237,경상남도 함양군,함양장애인주간보호센터,"127.7280758","35.51166812",경남 함양군 함양읍 이은농공길 3-9,경남 함양군 함양읍 이은리 972-58,함양군 함양읍 이은농공길 3-9,장애인주간이용시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-5. 재활","2. 신체적 건강","2-1. 건강증진",없음,"055-963-8950","2026-04-01 07:55:49","2026-04-04 13:48:04"
9238,경상남도 함양군,함양군시각장애인주간보호센터,"127.7309377","35.51098374",경남 함양군 함양읍 함양남서로 1069-13,경남 함양군 함양읍 이은리 331-9,함양군 함양읍 함양남서로 1069-13,장애인주간이용시설,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-5. 재활","2. 신체적 건강","2-1. 건강증진",없음,"055-962-0815","2026-04-01 07:55:49","2026-04-04 13:48:04"
9239,경상남도 함양군,함양군시각장애인 등 생활지원센터,"127.7309377","35.51098374",경남 함양군 함양읍 함양남서로 1069-13,경남 함양군 함양읍 이은리 331-9,함양군 함양읍 함양남서로 1069-13,시각장애인 등 생활지원센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","2. 신체적 건강","2-5. 재활","2. 신체적 건강","2-1. 건강증진",없음,"055-964-2666","2026-04-01 07:55:49","2026-04-04 13:48:04"
9240,경상남도 거창군,거창군삶의쉼터,"127.888788","35.68505451",경남 거창군 거창읍 거안로 1266-41,경남 거창군 거창읍 송정리 941-1,경남 거창군 거창읍 거안로 1266-41,장애인복지관,이용시설,"","11. 문화 및 여가","11-2. 평생교육","5. 돌봄","2-5. 재활","5. 돌봄","5-1. 일상생활 유지·돌봄지원",없음,"055-949-0701","2026-04-01 07:55:49","2026-04-04 13:48:04"
9241,경상남도 거창군,거창군장애인생활이동지원센터,"127.8978844","35.68167949",경남 거창군 거창읍 송정1길 24-15,경남 거창군 거창읍 송정리 1092,경상남도 거창군 거창읍 송정1길 24-15,장애인 생활이동지원센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","5. 주거","1-2. 주거관련 비용지원","2. 신체적 건강","2-1. 건강증진",없음,"055-945-3155","2026-04-01 07:55:49","2026-04-04 13:48:04"
9242,경상남도 거창군,거창군시각장애인주간보호센터,"127.8978844","35.68167949",경남 거창군 거창읍 송정1길 24-15,경남 거창군 거창읍 송정리 1092,경상남도 거창군 거창읍 송정1길 24-15,장애인 주간보호시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","11. 문화 및 여가","11-1. 문화복지","2. 신체적 건강","2-5. 재활",없음,"055-945-3155","2026-04-01 07:55:49","2026-04-04 13:48:04"
9243,경상남도 거창군,거창군수어통역센터,"127.8978844","35.68167949",경남 거창군 거창읍 송정1길 24-15,경남 거창군 거창읍 송정리 1092,경상남도 거창군 거창읍 송정1길 24-15,한국수어 통역센터,이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","","","","",없음,"055-944-1971","2026-04-01 07:55:49","2026-04-04 13:48:04"
9244,경상남도 합천군,장애인복지센터,"128.1568925","35.56842852",경남 합천군 합천읍 남정길 79,경남 합천군 합천읍 합천리 497-8,경남 합천군 합천읍 남정길 79,장애인복지관,이용시설,"","11. 문화 및 여가","11-1. 문화복지","11. 문화 및 여가","11-2. 평생교육","5. 돌봄","5-3. 경제생활 지원 ",없음,"055-931-1992","2026-04-01 07:55:49","2026-04-04 13:48:04"
9245,경상남도 합천군,시각장애인등생활지원센터,"128.1568925","35.56842852",경남 합천군 합천읍 남정길 79,경남 합천군 합천읍 합천리 497-8,경남 합천군 합천읍 남정길 79,시각장애인 등 생활지원센터,이용시설,"","1.경제(현금중심)","1-4. 일상생활 관련 비용지원","5. 돌봄","5-1. 일상생활 유지·돌봄지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-933-7878","2026-04-01 07:55:49","2026-04-04 13:48:04"
9246,경상남도 합천군,시각장애인주간보호소,"128.1568925","35.56842852",경남 합천군 합천읍 남정길 79,경남 합천군 합천읍 합천리 497-8,경남 합천군 합천읍 남정길 79,장애인주간이용시설,이용시설,"","5. 돌봄","5-2. 시설보호","8. 관계","8-1. 상담 및 정신건강 프로그램 ","1.경제(현금중심)","1-4. 일상생활 관련 비용지원",없음,"055-933-7858","2026-04-01 07:55:49","2026-04-04 13:48:04"
9247,경상남도 합천군,수어통역센터,"128.1568925","35.56842852",경남 합천군 합천읍 남정길 79,경남 합천군 합천읍 합천리 497-8,경남 합천군 합천읍 남정길 79,수어통역센터,이용시설,"","5. 돌봄","5-2. 시설보호","8. 관계","8-1. 상담 및 정신건강 프로그램 ","1.경제(현금중심)","1-4. 일상생활 관련 비용지원",없음,"055-931-2589","2026-04-01 07:55:49","2026-04-04 13:48:04"
9248,경상남도 진주시,참샘진주장애인자립생활지원센터,"128.085803","35.18790625",경남 진주시 강남로 287(강남동),경남 진주시 강남동 60-5,경상남도 진주시 강남로 287,장애인 자립생활지원시설(센터),이용시설,"","5. 돌봄","5-1. 일상생활 유지·돌봄지원","11. 문화 및 여가","11-2. 평생교육","2. 신체적 건강","2-1. 건강증진",http://www.xn--2j1bq9j21krob.kr/home/newcenter.htm,"055-752-6988","2026-04-01 07:55:49","2026-04-04 13:48:04"
9249,경상남도 통영시,통영장애인자립생활센터,"128.4208091","34.87998811",경남 통영시 광도면 죽림2로 75(에버그린빌딩) 302호,경남 통영시 광도면 죽림리 1574-18,경상남도 통영시 광도면 죽림2로75 에버그린빌딩 302호,장애인 자립생활지원시설(센터),이용시설,"","8. 관계","3-4. 상담 및 정신 건강 프로그램","10.법률 및 권익보장","10-1. 인권교육","7. 보육 및 교육","7-3. 진로지도 및 상담",tyilm@hanmail.net,"055-645-1291","2026-04-01 07:55:49","2026-04-04 13:48:04"
9250,경상남도 김해시,김해장애인자립생활센터,"128.8667705","35.23681157",경남 김해시 내외중앙로 75(내동),경남 김해시 내동 1119-1번지,"김해시 내외중앙로75,404호",장애인 자립생활지원시설(센터),이용시설,"","10.법률 및 권익보장","10-1. 인권교육","6. 일자리","6-3. 일자리사업지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",https://cafe.daum.net/Independentliving,"055-338-0420","2026-04-01 07:55:49","2026-04-04 13:48:04"
9251,경상남도 김해시,김해서부장애인자립생활센터,"128.8060332","35.20665158",경남 김해시 장유로 186(부곡동),경남 김해시 부곡동 809-4번지,"김해시 장유로186,301",장애인 자립생활지원시설(센터),이용시설,"","10.법률 및 권익보장","10-1. 인권교육","6. 일자리","6-3. 일자리사업지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",http://www.gsilc.or.kr/gnuboard4/,"055-324-1330","2026-04-01 07:55:49","2026-04-04 13:48:04"
9252,경상남도 김해시,신장유장애인자립생활센터,"128.8032956","35.19293663","경남 김해시 삼문로 25(대청동, 플러스빌딩) 803호",경남 김해시 대청동 317-7,"김해시 삼문로25,803호",장애인 자립생활지원시설(센터),이용시설,"","10.법률 및 권익보장","10-1. 인권교육","6. 일자리","6-3. 일자리사업지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",없음,"055-724-4610","2026-04-01 07:55:49","2026-04-04 13:48:04"
9253,경상남도 김해시,진영장애인자립생활센터,"128.7379644","35.30149091",경남 김해시 진영읍 진영로234번길 12,경남 김해시 진영읍 여래리 442-2,김해시 진영읍 진영로 234번길 12,장애인 자립생활지원시설(센터),이용시설,"","10.법률 및 권익보장","10-1. 인권교육","6. 일자리","6-3. 일자리사업지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ",http://www.jycil.com/,"055-342-0420","2026-04-01 07:55:49","2026-04-04 13:48:04"
9254,경상남도 밀양시,밀양장애인자립생활센터,"128.7568523","35.48473675",경남 밀양시 중앙로 241(삼문동) 3층,경남 밀양시 삼문동 165-6,"경상남도 밀양시 중앙로 241, 3층",장애인 자립생활지원시설(센터),이용시설,"","11. 문화 및 여가","1-4. 일상생활 관련 비용지원","1.경제(현금중심)","1-4. 일상생활 관련 비용지원","4. 주거","1-2. 주거관련 비용지원",http://www.mycil.or.kr/,"055-355-0417","2026-04-01 07:55:49","2026-04-04 13:48:04"
9255,경상남도 거제시,거제시장애인자립생활지원센터,"128.6331562","34.87237089",경남 거제시 상동11길 5(상동동) 2층,경남 거제시 상동동 605-5,"거제시 상동11길 5, 2층",장애인 자립생활지원시설(센터),이용시설,"","11. 문화 및 여가","11-2. 평생교육","10.법률 및 권익보장","10-1. 인권교육","3. 정신적 건강","3-4. 상담 및 정신 건강 프로그램",http://www.geojecil.or.kr/,"055-634-1522","2026-04-01 07:55:49","2026-04-04 13:48:04"
9256,경상남도 창녕군,창녕군장애인근로사업장,"128.4949703","35.53249187",경남 창녕군 창녕읍 탐하로 244,경남 창녕군 창녕읍 탐하리 37,탐하로 244,장애인근로작업장,이용시설,"","6. 일자리","6-1. 직업(유지)상담 및 알선","1.경제(현금중심)","1-1. 일자리 관련 비용지원","5. 돌봄","5-3. 경제생활 지원 ",http://runhappy.kr,"055-532-3205","2026-04-01 07:55:49","2026-04-04 13:48:04"
9257,경상남도 하동군,하동군장애인자립생활지원센터,"127.7430963","35.07206222",경남 하동군 하동읍 중앙로 89 20층,경남 하동군 하동읍 읍내리 987-1,경남 하동군 하동읍 중앙로 89. 20층,장애인 자립생활지원시설(센터),이용시설,"","11. 문화 및 여가","1-8. 문화·여가 관련 비용지원","8. 관계","8-1. 상담 및 정신건강 프로그램 ","10.법률 및 권익보장","10-1. 인권교육",http://hdcil.co.kr/,"055-883-0592","2026-04-01 07:55:49","2026-04-04 13:48:04"
9258,경상남도 거창군,장애인자립생활지원센터,"127.9107447","35.68299274",경남 거창군 거창읍 강남로1길 185,경남 거창군 거창읍 송정리 16,거창읍 강남로 1길 185,장애인 자립생활지원시설(센터),이용시설,"","8. 관계","5-1. 일상생활 유지·돌봄지원","5. 돌봄","1-4. 일상생활 관련 비용지원","11. 문화 및 여가","1-8. 문화·여가 관련 비용지원",없음,"055-941-9191","2026-04-01 07:55:49","2026-04-04 13:48:04"
9259,경상남도 창원시,베델장애인보호작업장,"128.6764169","35.2840073",경남 창원시 의창구 동읍 동읍로83번길 64,경남 창원시 의창구 동읍 용잠리 639,창원시 의창구 동읍로 83번길 64,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",http://www.bhmwa.org/bbs/board.php?bo_table=B12,"055-275-5831","2026-04-01 07:55:49","2026-04-04 13:48:04"
9260,경상남도 창원시,사랑의집,"128.6986972","35.31780014",경남 창원시 의창구 대산면 주남로382번길 23,경남 창원시 의창구 대산면 제동리 486-26,창원시 의창구 주남로 382번길 23,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","1.경제(현금중심)","1-1. 일자리 관련 비용지원",https://www.lovehousemall.com/,"055-252-0597","2026-04-01 07:55:49","2026-04-04 13:48:04"
9261,경상남도 창원시,설봄화반,"128.6393209","35.26977849",경남 창원시 의창구 동읍 의창대로421번길 18-4,경남 창원시 의창구 동읍 용강리 393,창원시 의창구 동읍 의창대로421번길 18-4,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",http://www.xn--eh3bxq52h6z1a.com/,"055-293-9994","2026-04-01 07:55:49","2026-04-04 13:48:04"
9262,경상남도 창원시,두레풍장,"128.6358621","35.25739489",경남 창원시 의창구 원이대로55번길 12-14(도계동),경남 창원시 의창구 도계동 348-8,창원시 의창구 원이대로 55번길 12-14,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",https://blog.naver.com/dure9854,"055-298-9854","2026-04-01 07:55:49","2026-04-04 13:48:04"
9263,경상남도 창원시,한창코리아,"128.6172246","35.26288791",경남 창원시 의창구 천주로1번길 14(서상동),경남 창원시 의창구 서상동 351-5,창원시 의창구 천주로1번길 14,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","5. 돌봄","5-3. 경제생활 지원 ",없음,"055-601-1004","2026-04-01 07:55:49","2026-04-04 13:48:04"
9264,경상남도 창원시,선린,"128.6247773","35.19685229",경남 창원시 성산구 신촌로134번길 43(신촌동),경남 창원시 성산구 신촌동 30,창원시 성산구 신촌로134번길 43 (신촌동),장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",없음,"055-286-1108","2026-04-01 07:55:49","2026-04-04 13:48:04"
9265,경상남도 창원시,나눔터,"128.6401504","35.209536",경남 창원시 성산구 월림로39번길 8-10(신촌동),경남 창원시 성산구 신촌동 111-2,창원시 성산구 월림로39번길 8-10 (신촌동),장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",http://www.nanumteo.or.kr/,"055-286-3233","2026-04-01 07:55:49","2026-04-04 13:48:04"
9266,경상남도 창원시,밀알희망작업장,"128.6776576","35.22363205","경남 창원시 성산구 용지로 90(중앙동, 공성상가) 32-1호",경남 창원시 성산구 중앙동 95-3,"창원시 성산구 용지로 90, 32-1호 (중앙동, 공성상가)",장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","5. 돌봄","5-3. 경제생활 지원 ",없음,"055-286-9514","2026-04-01 07:55:49","2026-04-04 13:48:04"
9267,경상남도 창원시,하늘빛보호작업장,"128.713605","35.19500634","경남 창원시 성산구 삼정자로72번길 33(성주동, 미래빌딩) 504호",경남 창원시 성산구 성주동 163-3,"창원시 성산구 삼정자로72번길 33, 504호 (성주동, 미래빌딩)",장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",없음,"055-714-7776","2026-04-01 07:55:49","2026-04-04 13:48:04"
9268,경상남도 창원시,굿윌스토어 밀알창원점,"128.6791772","35.23911185",경남 창원시 성산구 외동반림로 245(반림동) 남산교회 2동,경남 창원시 성산구 반림동 1,"창원시 성산구 외동반림로 245 (반림동, 남산교회2동)",장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",없음,"055-912-9193","2026-04-01 07:55:49","2026-04-04 13:48:04"
9269,경상남도 창원시,해우림장애인보호작업장,"128.6279526","35.26354606",경남 창원시 의창구 의안로32번길 41(소답동) 1층,경남 창원시 의창구 소답동 141-2,"창원시 의창구 의안로32번길 41, 1층 (소답동)",장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","5. 돌봄","5-3. 경제생활 지원 ",https://blog.naver.com/haewoorim0828,"055-262-2117","2026-04-01 07:55:49","2026-04-04 13:48:04"
9270,경상남도 창원시,내서보호작업장,"128.5183329","35.26610552",경남 창원시 마산회원구 내서읍 호계본동로 78,경남 창원시 마산회원구 내서읍 호계리 547-2,창원시 마산회원구 내서읍 호계본동로 78,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",없음,"055-231-3731","2026-04-01 07:55:49","2026-04-04 13:48:04"
9271,경상남도 창원시,다옴장애인보호작업장,"128.5631373","35.2326119",경남 창원시 마산회원구 회성시장2길 131(회성동),경남 창원시 마산회원구 회성동 462-8,창원시 마산회원구 회성시장2길 131,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","7. 보육 및 교육","7-3. 진로지도 및 상담",없음,"055-542-7766","2026-04-01 07:55:49","2026-04-04 13:48:04"
9272,경상남도 창원시,하얀기업장애인보호작업장,"128.5154402","35.24858135",경남 창원시 마산회원구 내서읍 중리공단로5길 28-1,경남 창원시 마산회원구 내서읍 중리 1118-4,창원시 마산회원구 내서읍 중리공단로 5길 28-1,장애인보호작업장,이용시설,"","6. 일자리","6-2. 직업(유지)교육 및 훈련","6. 일자리","6-1. 직업(유지)상담 및 알선","5. 돌봄","5-3. 경제생활 지원 ",없음,"055-715-9100","2026-04-01 07:55:49","2026-04-04 13:48:04"
